0,20.4
1,20.4
2,20.4
3,20.9
4,21.1
5,21.1
6,21.3
7,21.9
8,21.8
9,22.3
10,22.7
11,22.7
12,22.6
13,22.8
14,22.8
15,23.3
16,23.3
17,23.7
18,23.9
19,24.1
20,24.4
21,24.6
22,24.6
23,24.9
24,24.9
25,25.4
26,25.5
27,25.7
28,25.9
29,26.2
30,26.2
31,26.5
32,26.3
33,26.7
34,26.5
35,26.7
36,26.8
37,26.9
38,27.1
39,27.2
40,27.3
41,27.6
42,27.6
43,28.0
44,27.9
45,28.0
46,27.9
47,27.9
48,27.9
49,28.0
50,28.2
51,28.3
52,28.4
53,28.4
54,28.6
55,28.5
56,28.5
57,28.5
58,28.6
59,29.0
60,29.1
61,29.3
62,29.3
63,29.4
64,29.4
65,29.4
66,29.3
67,29.4
68,29.6
69,29.9
70,29.9
71,30.5
72,30.7
73,30.9
74,31.0
75,31.2
76,31.5
77,31.2
78,31.5
79,31.5
80,31.5
81,31.9
82,31.9
83,31.8
84,32.1
85,32.1
86,31.9
87,31.9
88,22.8
89,31.9
90,31.6
91,31.9
92,31.7
93,32.9
94,32.6
95,33.6
96,33.6
97,33.2
98,28.1
99,32.7
100,33.1
101,33.3
102,33.0
103,32.6
104,32.8
105,33.4
106,33.3
107,33.4
108,33.3
109,33.4
110,33.8
111,33.9
112,34.1
113,34.0
114,33.9
115,33.7
116,33.5
117,33.6
118,33.2
119,32.8
120,32.5
121,32.3
122,31.7
123,31.8
124,33.1
125,33.6
126,33.6
127,33.8
128,34.0
129,34.0
130,34.2
131,34.4
132,34.4
133,34.6
134,34.4
135,34.8
136,34.7
137,34.7
138,34.6
139,34.5
140,34.4
141,34.4
142,34.4
143,34.4
144,34.2
145,34.6
146,34.4
147,34.6
148,35.1
149,35.5
150,35.2
151,35.6
152,35.6
153,35.5
154,35.5
155,35.1
156,35.0
157,35.0
158,35.1
159,35.1
160,34.7
161,34.7
162,34.9
163,35.3
164,35.2
165,35.6
166,35.7
167,35.6
168,35.6
169,35.6
170,35.6
171,35.6
172,36.0
173,35.5
174,35.4
175,35.5
176,35.7
177,35.6
178,36.0
179,36.1
180,36.2
181,36.2
182,36.3
183,36.2
184,36.4
185,36.7
186,36.9
187,36.8
188,36.8
189,36.7
190,37.0
191,36.6
192,36.6
193,36.6
194,36.7
195,36.8
196,36.9
197,37.1
198,36.5
199,36.5
200,36.8
201,36.8
202,36.6
203,36.4
204,36.4
205,36.4
206,36.1
207,35.6
208,35.6
209,35.6
210,35.8
211,35.4
212,32.3
213,34.2
214,34.2
215,31.2
216,34.9
217,35.4
218,35.4
219,35.4
220,35.3
221,34.9
222,35.4
223,35.4
224,35.4
225,35.8
226,35.4
227,35.8
228,35.8
229,35.4
230,36.0
231,36.1
232,36.2
233,36.2
234,36.2
235,36.6
236,36.5
237,36.8
238,36.9
239,36.7
240,36.8
241,37.1
242,36.6
243,36.5
244,36.6
245,36.6
246,36.1
247,36.6
248,33.4
249,36.9
250,36.5
251,36.9
252,37.4
253,37.4
254,36.9
255,37.2
256,37.4
257,37.4
258,37.7
259,37.3
260,37.7
261,37.7
262,37.7
263,37.7
264,37.6
265,37.3
266,37.3
267,37.3
268,37.3
269,37.3
270,37.6
271,37.3
272,37.3
273,37.4
274,37.7
275,37.4
276,37.4
277,37.4
278,37.7
279,37.7
280,37.7
281,37.3
282,37.3
283,37.7
284,37.7
285,38.1
286,38.2
287,38.2
288,38.2
289,38.2
290,38.2
291,38.8
292,38.7
293,38.9
294,39.2
295,39.3
296,39.3
297,39.3
298,39.8
299,40.3
300,40.7
301,41.1
302,41.4
303,41.4
304,41.8
305,42.0
306,42.3
307,42.7
308,43.2
309,43.7
310,43.8
311,44.1
312,44.4
313,44.5
314,44.9
315,44.8
316,45.0
317,45.2
318,45.3
319,45.4
320,45.9
321,45.9
322,46.4
323,46.5
324,45.6
325,46.4
326,46.4
327,46.9
328,46.9
329,46.9
330,47.0
331,47.4
332,47.8
333,48.3
334,48.5
335,48.8
336,48.8
337,49.1
338,48.9
339,48.6
340,48.9
341,48.9
342,49.1
343,49.2
344,49.7
345,49.9
346,49.8
347,49.6
348,49.6
349,49.9
350,49.9
351,50.6
352,50.7
353,51.1
354,51.1
355,51.1
356,51.3
357,51.6
358,51.7
359,51.2
360,50.9
361,51.3
362,50.9
363,51.4
364,51.3
365,50.7
366,51.3
367,51.8
368,51.8
369,52.3
370,51.8
371,51.8
372,52.0
373,52.1
374,52.4
375,52.2
376,52.0
377,51.6
378,51.7
379,51.7
380,51.7
381,52.1
382,52.2
383,52.0
384,52.0
385,52.5
386,52.8
387,53.1
388,52.9
389,50.3
390,52.8
391,52.6
392,52.7
393,52.4
394,52.8
395,52.8
396,52.9
397,52.4
398,52.9
399,53.8
400,54.0
401,53.9
402,53.8
403,53.7
404,53.7
405,53.8
406,53.3
407,53.8
408,53.6
409,36.0
410,53.8
411,53.8
412,53.6
413,49.8
414,53.4
415,53.2
416,53.0
417,52.9
418,53.0
419,53.8
420,54.0
421,53.9
422,54.0
423,53.6
424,53.8
425,53.8
426,54.2
427,54.2
428,54.6
429,54.6
430,54.5
431,55.0
432,52.6
433,49.8
434,49.5
435,50.1
436,51.2
437,51.8
438,52.1
439,52.1
440,52.2
441,52.7
442,53.2
443,53.2
444,53.1
445,53.1
446,53.2
447,53.7
448,53.8
449,54.1
450,54.2
451,54.2
452,54.5
453,54.5
454,54.2
455,54.7
456,54.6
457,54.7
458,54.5
459,54.6
460,54.8
461,55.2
462,55.4
463,55.4
464,55.5
465,55.6
466,55.5
467,55.5
468,55.1
469,55.5
470,55.5
471,55.5
472,56.0
473,55.5
474,56.0
475,55.4
476,55.5
477,55.5
478,55.9
479,56.7
480,56.7
481,56.7
482,56.7
483,56.7
484,57.6
485,56.6
486,56.6
487,56.7
488,56.8
489,56.6
490,56.9
491,56.7
492,56.7
493,56.8
494,56.6
495,56.6
496,56.7
497,56.7
498,56.4
499,55.5
500,56.4
501,56.7
502,56.7
503,57.0
504,57.5
505,57.1
506,57.1
507,57.1
508,57.1
509,57.6
510,51.4
511,56.8
512,56.4
513,56.4
514,57.1
515,57.6
516,57.5
517,57.1
518,57.5
519,57.6
520,55.8
521,55.8
522,50.6
523,57.1
524,56.8
525,56.9
526,57.1
527,57.3
528,57.8
529,55.5
530,58.1
531,58.1
532,57.9
533,58.1
534,58.1
535,56.8
536,51.6
537,57.7
538,57.7
539,55.4
540,57.7
541,57.7
542,57.7
543,57.7
544,57.7
545,56.0
546,57.7
547,54.6
548,57.7
549,57.9
550,58.1
551,57.7
552,57.4
553,57.7
554,56.8
555,56.8
556,56.6
557,57.1
558,57.8
559,58.2
560,58.2
561,61.4
562,59.3
563,58.7
564,58.7
565,58.7
566,58.8
567,60.6
568,59.2
569,59.3
570,59.1
571,59.2
572,69.3
573,59.7
574,59.7
575,59.7
576,59.7
577,59.7
578,59.7
579,64.2
580,59.6
581,59.6
582,59.6
583,59.6
584,59.1
585,59.1
586,59.5
587,59.6
588,59.6
589,59.5
590,59.1
591,58.5
592,58.1
593,58.6
594,58.7
595,59.2
596,59.2
597,59.7
598,59.8
599,59.3
600,60.1
601,59.3
602,59.1
603,58.6
604,58.8
605,59.7
606,60.0
607,59.5
608,59.5
609,59.4
610,59.9
611,59.7
612,59.7
613,66.1
614,60.3
615,60.5
616,60.7
617,60.4
618,60.4
619,60.9
620,60.9
621,61.0
622,60.9
623,60.5
624,60.7
625,60.5
626,59.2
627,60.8
628,60.2
629,58.4
630,58.7
631,58.5
632,59.3
633,59.3
634,60.2
635,60.1
636,60.6
637,60.2
638,60.6
639,83.4
640,62.0
641,62.6
642,62.3
643,61.6
644,61.4
645,62.5
646,61.2
647,66.2
648,61.3
649,61.4
650,61.4
651,62.0
652,62.4
653,63.2
654,63.1
655,63.5
656,62.5
657,63.6
658,63.2
659,63.0
660,61.8
661,61.9
662,61.5
663,60.2
664,62.4
665,62.2
666,61.1
667,62.2
668,62.5
669,62.7
670,62.3
671,62.2
672,62.1
673,62.3
674,62.7
675,63.2
676,62.8
677,61.7
678,60.6
679,60.5
680,59.4
681,58.8
682,58.7
683,57.9
684,58.6
685,59.9
686,60.8
687,61.8
688,62.3
689,62.6
690,61.9
691,61.4
692,61.2
693,61.4
694,61.6
695,62.0
696,62.2
697,62.1
698,61.8
699,61.6
700,59.5
701,59.0
702,58.8
703,58.6
704,57.3
705,57.2
706,57.3
707,58.3
708,58.5
709,59.2
710,59.8
711,60.7
712,60.8
713,61.3
714,60.6
715,60.6
716,61.2
717,61.8
718,62.4
719,62.8
720,63.5
721,63.1
722,63.1
723,63.1
724,62.9
725,63.9
726,64.1
727,64.9
728,65.0
729,65.1
730,64.6
731,64.0
732,63.2
733,62.7
734,62.7
735,62.1
736,60.9
737,61.1
738,61.4
739,60.4
740,59.6
741,59.0
742,58.9
743,57.5
744,58.5
745,58.4
746,58.2
747,57.4
748,58.0
749,58.0
750,57.4
751,57.3
752,56.8
753,55.6
754,55.7
755,54.6
756,54.2
757,53.8
758,52.8
759,52.5
760,51.7
761,50.8
762,50.2
763,50.2
764,49.8
765,49.5
766,50.3
767,50.6
768,51.2
769,51.7
770,52.1
771,51.8
772,51.9
773,51.8
774,51.8
775,52.3
776,51.8
777,53.6
778,53.9
779,54.9
780,56.0
781,57.2
782,57.2
783,57.9
784,59.1
785,59.6
786,60.1
787,60.5
788,61.0
789,61.4
790,61.7
791,62.1
792,62.6
793,62.6
794,62.6
795,63.0
796,63.7
797,64.1
798,64.3
799,65.0
800,65.4
801,65.4
802,65.2
803,64.4
804,64.7
805,63.9
806,63.4
807,63.2
808,63.5
809,63.6
810,63.8
811,63.7
812,63.2
813,63.1
814,63.4
815,64.2
816,64.9
817,65.2
818,65.3
819,65.0
820,65.0
821,64.7
822,64.1
823,64.4
824,64.6
825,65.1
826,65.5
827,65.4
828,64.9
829,64.3
830,64.2
831,64.1
832,63.6
833,64.0
834,64.0
835,64.0
836,63.5
837,63.1
838,63.4
839,62.9
840,63.3
841,64.0
842,64.0
843,64.4
844,64.1
845,63.6
846,63.1
847,63.0
848,62.5
849,62.3
850,62.4
851,62.1
852,61.9
853,61.9
854,62.2
855,62.1
856,62.4
857,62.5
858,62.1
859,62.1
860,62.4
861,62.2
862,61.9
863,62.1
864,62.1
865,62.6
866,63.0
867,63.5
868,63.7
869,63.9
870,64.1
871,64.0
872,63.4
873,63.3
874,63.2
875,63.5
876,63.2
877,63.5
878,63.6
879,64.4
880,64.2
881,65.0
882,65.6
883,66.4
884,66.8
885,66.8
886,67.1
887,67.4
888,67.4
889,67.6
890,68.0
891,67.8
892,67.6
893,67.4
894,67.5
895,66.7
896,66.4
897,65.9
898,65.2
899,64.8
900,64.3
901,63.6
902,64.0
903,64.1
904,64.5
905,64.4
906,64.8
907,65.1
908,65.4
909,66.1
910,66.2
911,66.0
912,65.9
913,65.7
914,66.3
915,66.7
916,66.4
917,65.6
918,65.4
919,65.7
920,64.8
921,64.3
922,64.1
923,64.0
924,63.7
925,64.3
926,64.1
927,64.2
928,64.4
929,64.3
930,64.0
931,63.3
932,62.8
933,62.9
934,62.9
935,63.1
936,62.9
937,63.2
938,63.5
939,64.0
940,64.2
941,63.8
942,63.5
943,63.3
944,63.3
945,63.6
946,63.2
947,62.9
948,62.8
949,62.8
950,62.6
951,63.2
952,63.3
953,63.0
954,63.2
955,63.1
956,62.2
957,62.2
958,61.5
959,61.3
960,61.3
961,61.2
962,61.0
963,61.5
964,61.5
965,61.5
966,62.1
967,62.8
968,63.2
969,62.4
970,62.4
971,62.5
972,62.7
973,63.0
974,63.5
975,63.4
976,63.2
977,62.3
978,62.4
979,62.3
980,61.9
981,61.6
982,62.7
983,62.7
984,62.8
985,63.1
986,63.1
987,63.1
988,63.5
989,63.9
990,64.2
991,64.5
992,64.6
993,64.5
994,64.8
995,64.5
996,64.5
997,65.1
998,65.4
999,66.2
1000,66.9
1001,67.1
1002,67.7
1003,67.8
1004,67.6
1005,67.7
1006,68.2
1007,67.8
1008,68.1
1009,68.1
1010,67.6
1011,66.5
1012,66.3
1013,66.0
1014,66.2
1015,66.0
1016,65.7
1017,65.5
1018,65.2
1019,65.1
1020,65.1
1021,64.6
1022,64.4
1023,64.3
1024,63.5
1025,63.7
1026,63.8
1027,64.4
1028,64.5
1029,64.2
1030,64.5
1031,64.6
1032,64.5
1033,64.8
1034,64.9
1035,64.7
1036,64.8
1037,64.8
1038,64.9
1039,65.1
1040,65.2
1041,65.2
1042,65.2
1043,65.5
1044,65.6
1045,65.8
1046,65.5
1047,66.1
1048,66.2
1049,66.9
1050,66.1
1051,65.2
1052,64.4
1053,65.0
1054,65.1
1055,65.2
1056,65.5
1057,65.1
1058,64.6
1059,64.1
1060,64.1
1061,63.1
1062,62.4
1063,63.2
1064,63.5
1065,64.1
1066,64.1
1067,64.0
1068,64.0
1069,64.1
1070,64.7
1071,64.5
1072,64.4
1073,64.2
1074,64.0
1075,64.4
1076,64.2
1077,63.9
1078,62.4
1079,60.9
1080,61.0
1081,61.5
1082,61.7
1083,61.7
1084,62.7
1085,62.2
1086,62.4
1087,63.0
1088,63.3
1089,63.2
1090,63.2
1091,63.7
1092,63.0
1093,62.5
1094,62.0
1095,62.7
1096,63.1
1097,62.1
1098,62.7
1099,62.6
1100,63.5
1101,64.0
1102,64.1
1103,64.2
1104,64.0
1105,63.6
1106,63.8
1107,63.8
1108,63.5
